payment_id,sale_id,payment_method,payment_date,amount,payment_status,transaction_ref
1234,1234,cash,2023-11-10,1944.23,completed,
1235,1235,cash,2023-11-10,4459.71,completed,
1236,1236,bank_transfer,2023-11-10,33445.58,completed,BT00001236
1237,1237,cash,2023-11-10,9015.95,completed,
1238,1238,upi,2023-11-11,6916.75,pending,UPI00001238
1239,1239,bank_transfer,2023-11-11,7248.64,completed,BT00001239
1240,1240,cash,2023-11-11,455.4,completed,
1241,1241,upi,2023-11-11,3978.72,completed,UPI00001241
1242,1242,upi,2023-11-14,585.0,pending,UPI00001242
1243,1243,cash,2023-11-11,3415.82,completed,
1244,1244,cash,2023-11-11,24083.86,completed,
1245,1245,cash,2023-11-11,1100.21,completed,
1246,1246,cash,2023-11-11,7260.13,completed,
1247,1247,upi,2023-11-11,979.34,completed,UPI00001247
1248,1248,cash,2023-11-11,270.0,completed,
1249,1249,upi,2023-11-11,26217.02,completed,UPI00001249
1250,1250,cash,2023-11-11,550.8,completed,
1251,1251,cash,2023-11-11,7006.74,completed,
1252,1252,cash,2023-11-12,3707.87,completed,
1253,1253,upi,2023-11-12,5129.67,completed,UPI00001253
1254,1254,cash,2023-11-12,216.0,completed,
1255,1255,cash,2023-11-12,112.5,completed,
1256,1256,bank_transfer,2023-11-12,5618.15,completed,BT00001256
1257,1257,bank_transfer,2023-11-12,13806.18,completed,BT00001257
1258,1258,upi,2023-11-12,11194.96,completed,UPI00001258
1259,1259,upi,2023-11-12,487.8,completed,UPI00001259
1260,1260,bank_transfer,2023-11-12,7960.58,completed,BT00001260
1261,1261,cash,2023-11-12,3838.41,completed,
1262,1262,upi,2023-11-15,310.5,pending,UPI00001262
1263,1263,upi,2023-11-12,363.6,completed,UPI00001263
1264,1264,upi,2023-11-12,2029.73,completed,UPI00001264
1265,1265,bank_transfer,2023-11-12,487.51,completed,BT00001265
1266,1266,bank_transfer,2023-11-12,6898.94,completed,BT00001266
1267,1267,upi,2023-11-12,18786.22,completed,UPI00001267
1268,1268,upi,2023-11-13,6358.25,completed,UPI00001268
1269,1269,bank_transfer,2023-11-13,16252.63,completed,BT00001269
1270,1270,cash,2023-11-13,9268.52,completed,
1271,1271,upi,2023-11-13,10923.46,completed,UPI00001271
1272,1272,upi,2023-11-13,318.6,completed,UPI00001272
1273,1273,upi,2023-11-13,2088.59,completed,UPI00001273
1274,1274,cash,2023-11-16,13883.17,pending,
1275,1275,upi,2023-11-13,1705.45,completed,UPI00001275
1276,1276,upi,2023-11-13,3690.04,completed,UPI00001276
1277,1277,bank_transfer,2023-11-13,3413.05,completed,BT00001277
1278,1278,upi,2023-11-13,7008.35,completed,UPI00001278
1279,1279,upi,2023-11-13,2713.82,completed,UPI00001279
1280,1280,cash,2023-11-13,8313.84,completed,
1281,1281,cash,2023-11-13,1423.22,completed,
1282,1282,cash,2023-11-13,1467.16,completed,
1283,1283,cash,2023-11-13,7524.68,completed,
1284,1284,bank_transfer,2023-11-13,23080.5,completed,BT00001284
1285,1285,upi,2023-11-13,10606.37,completed,UPI00001285
1286,1286,cash,2023-11-14,8613.3,completed,
1287,1287,upi,2023-11-14,3968.8,completed,UPI00001287
1288,1288,cash,2023-11-14,13087.1,completed,
1289,1289,cash,2023-11-14,5006.77,completed,
1290,1290,upi,2023-11-14,852.07,completed,UPI00001290
1291,1291,upi,2023-11-14,211.9,completed,UPI00001291
1292,1292,upi,2023-11-14,6680.72,completed,UPI00001292
1293,1293,bank_transfer,2023-11-14,10397.05,completed,BT00001293
1294,1294,upi,2023-11-15,1750.52,completed,UPI00001294
1295,1295,cash,2023-11-15,3570.96,completed,
1296,1296,cash,2023-11-17,2966.04,pending,
1297,1297,upi,2023-11-15,4487.36,completed,UPI00001297
1298,1298,upi,2023-11-15,889.39,completed,UPI00001298
1299,1299,cash,2023-11-15,5977.52,completed,
1300,1300,bank_transfer,2023-11-15,15209.21,completed,BT00001300
1301,1301,cash,2023-11-16,3358.52,completed,
1302,1302,cash,2023-11-16,1259.28,completed,
1303,1303,upi,2023-11-16,19934.37,completed,UPI00001303
1304,1304,cash,2023-11-16,617.4,completed,
1305,1305,cash,2023-11-16,549.9,completed,
1306,1306,cash,2023-11-16,13745.9,completed,
1307,1307,cash,2023-11-16,19840.95,completed,
1308,1308,upi,2023-11-16,11963.15,completed,UPI00001308
1309,1309,bank_transfer,2023-11-17,5461.41,completed,BT00001309
1310,1310,bank_transfer,2023-11-17,6553.82,completed,BT00001310
1311,1311,cash,2023-11-17,3776.47,completed,
1312,1312,cash,2023-11-17,3706.47,completed,
1313,1313,cash,2023-11-17,167.4,completed,
1314,1314,bank_transfer,2023-11-17,7749.12,completed,BT00001314
1315,1315,cash,2023-11-17,12426.53,completed,
1316,1316,bank_transfer,2023-11-17,10353.68,completed,BT00001316
1317,1317,cash,2023-11-18,265.5,pending,
1318,1318,cash,2023-11-17,594.91,completed,
1319,1319,upi,2023-11-17,17581.05,completed,UPI00001319
1320,1320,cash,2023-11-17,2712.47,completed,
1321,1321,upi,2023-11-17,17190.66,completed,UPI00001321
1322,1322,bank_transfer,2023-11-17,6781.19,completed,BT00001322
1323,1323,upi,2023-11-17,2375.73,completed,UPI00001323
1324,1324,cash,2023-11-17,550.8,completed,
1325,1325,cash,2023-11-18,598.5,completed,
1326,1326,cash,2023-11-18,272.7,completed,
1327,1327,upi,2023-11-19,3456.49,pending,UPI00001327
1328,1328,cash,2023-11-18,8851.45,completed,
1329,1329,bank_transfer,2023-11-18,90.9,completed,BT00001329
1330,1330,cash,2023-11-19,2939.49,pending,
1331,1331,cash,2023-11-18,3857.88,completed,
1332,1332,cash,2023-11-18,2907.85,completed,
1333,1333,cash,2023-11-19,156.49,completed,
1334,1334,bank_transfer,2023-11-19,17461.15,completed,BT00001334
1335,1335,cash,2023-11-19,2958.23,completed,
1336,1336,cash,2023-11-19,23948.96,completed,
1337,1337,cash,2023-11-19,7632.54,completed,
1338,1338,cash,2023-11-19,67.5,completed,
1339,1339,upi,2023-11-19,342.0,completed,UPI00001339
1340,1340,cash,2023-11-19,14620.67,completed,
1341,1341,bank_transfer,2023-11-19,6364.09,completed,BT00001341
1342,1342,cash,2023-11-19,653.26,completed,
1343,1343,cash,2023-11-19,1807.93,completed,
1344,1344,upi,2023-11-19,25.2,completed,UPI00001344
1345,1345,cash,2023-11-19,16.2,completed,
1346,1346,upi,2023-11-19,38143.13,completed,UPI00001346
1347,1347,upi,2023-11-19,590.18,completed,UPI00001347
1348,1348,bank_transfer,2023-11-19,5879.24,completed,BT00001348
1349,1349,cash,2023-11-19,3230.12,completed,
1350,1350,bank_transfer,2023-11-20,11357.64,completed,BT00001350
1351,1351,upi,2023-11-20,29170.15,completed,UPI00001351
1352,1352,bank_transfer,2023-11-20,5709.98,completed,BT00001352
1353,1353,upi,2023-11-20,12828.3,completed,UPI00001353
1354,1354,bank_transfer,2023-11-20,15542.05,completed,BT00001354
1355,1355,cash,2023-11-20,3990.04,completed,
1356,1356,cash,2023-11-20,18403.88,completed,
1357,1357,bank_transfer,2023-11-20,11558.2,completed,BT00001357
1358,1358,cash,2023-11-20,16377.21,completed,
1359,1359,cash,2023-11-20,7234.63,completed,
1360,1360,cash,2023-11-21,10572.73,completed,
1361,1361,upi,2023-11-21,17546.1,completed,UPI00001361
1362,1362,cash,2023-11-21,152.0,completed,
1363,1363,cash,2023-11-21,4824.96,completed,
1364,1364,bank_transfer,2023-11-21,26683.43,completed,BT00001364
1365,1365,cash,2023-11-21,2729.85,completed,
1366,1366,upi,2023-11-21,470.07,completed,UPI00001366
1367,1367,upi,2023-11-21,6037.9,completed,UPI00001367
1368,1368,upi,2023-11-24,26241.0,pending,UPI00001368
1369,1369,bank_transfer,2023-11-22,11616.17,completed,BT00001369
1370,1370,bank_transfer,2023-11-22,9092.66,completed,BT00001370
1371,1371,cash,2023-11-22,4368.0,completed,
1372,1372,cash,2023-11-22,5014.19,completed,
1373,1373,cash,2023-11-22,4889.32,completed,
1374,1374,cash,2023-11-23,432.0,completed,
1375,1375,cash,2023-11-23,1451.7,completed,
1376,1376,upi,2023-11-23,8870.52,completed,UPI00001376
1377,1377,bank_transfer,2023-11-23,15433.15,completed,BT00001377
1378,1378,upi,2023-11-23,2723.75,completed,UPI00001378
1379,1379,cash,2023-11-24,32217.34,pending,
1380,1380,upi,2023-11-23,671.7,completed,UPI00001380
1381,1381,upi,2023-11-23,2650.8,completed,UPI00001381
1382,1382,bank_transfer,2023-11-23,8710.05,completed,BT00001382
1383,1383,upi,2023-11-24,356.61,completed,UPI00001383
1384,1384,bank_transfer,2023-11-24,258.44,completed,BT00001384
1385,1385,cash,2023-11-24,3785.6,completed,
1386,1386,bank_transfer,2023-11-24,16177.43,completed,BT00001386
1387,1387,upi,2023-11-24,4518.36,completed,UPI00001387
1388,1388,cash,2023-11-24,5549.18,completed,
1389,1389,cash,2023-11-25,485.0,completed,
1390,1390,cash,2023-11-25,9246.88,completed,
1391,1391,cash,2023-11-27,4030.2,pending,
1392,1392,bank_transfer,2023-11-25,6639.86,completed,BT00001392
1393,1393,cash,2023-11-26,4741.96,pending,
1394,1394,cash,2023-11-26,1100.29,pending,
1395,1395,upi,2023-11-25,34029.2,completed,UPI00001395
1396,1396,upi,2023-11-25,415.0,completed,UPI00001396
1397,1397,cash,2023-11-25,2103.22,completed,
1398,1398,cash,2023-11-25,130.0,completed,
1399,1399,bank_transfer,2023-11-26,13294.0,completed,BT00001399
1400,1400,upi,2023-11-26,2179.0,completed,UPI00001400
1401,1401,upi,2023-11-26,2746.89,completed,UPI00001401
1402,1402,upi,2023-11-26,2160.26,completed,UPI00001402
1403,1403,cash,2023-11-29,6407.2,pending,
1404,1404,upi,2023-11-26,13831.68,completed,UPI00001404
1405,1405,upi,2023-11-26,19059.65,completed,UPI00001405
1406,1406,bank_transfer,2023-11-26,3047.9,completed,BT00001406
1407,1407,upi,2023-11-26,7851.4,completed,UPI00001407
1408,1408,upi,2023-11-26,5277.55,completed,UPI00001408
1409,1409,cash,2023-11-26,231.84,completed,
1410,1410,upi,2023-11-27,968.22,completed,UPI00001410
1411,1411,bank_transfer,2023-11-27,15214.32,completed,BT00001411
1412,1412,bank_transfer,2023-11-28,17065.63,pending,BT00001412
1413,1413,upi,2023-11-27,1201.84,completed,UPI00001413
1414,1414,cash,2023-11-28,174.0,completed,
1415,1415,cash,2023-11-28,6522.47,completed,
1416,1416,upi,2023-11-28,27857.65,completed,UPI00001416
1417,1417,cash,2023-11-29,22180.07,completed,
1418,1418,bank_transfer,2023-11-29,6340.5,completed,BT00001418
1419,1419,upi,2023-11-29,8810.79,completed,UPI00001419
1420,1420,upi,2023-11-29,2122.46,completed,UPI00001420
1421,1421,bank_transfer,2023-11-29,9456.85,completed,BT00001421
1422,1422,cash,2023-11-29,183.0,completed,
1423,1423,upi,2023-12-02,8817.16,pending,UPI00001423
1424,1424,cash,2023-12-01,990.73,pending,
1425,1425,bank_transfer,2023-11-30,5033.46,completed,BT00001425
1426,1426,upi,2023-11-30,9984.07,completed,UPI00001426
1427,1427,upi,2023-11-30,4381.64,completed,UPI00001427
1428,1428,bank_transfer,2023-11-30,22104.77,completed,BT00001428
1429,1429,cash,2023-11-30,10810.7,completed,
1430,1430,upi,2023-11-30,30431.04,completed,UPI00001430
1431,1431,upi,2023-11-30,12635.76,completed,UPI00001431
1432,1432,cash,2023-11-30,4345.65,completed,
1433,1433,bank_transfer,2023-11-30,140.0,completed,BT00001433
1434,1434,cash,2023-11-30,3818.36,completed,
1435,1435,cash,2023-12-01,1526.05,completed,
1436,1436,upi,2023-12-01,15060.22,completed,UPI00001436
1437,1437,upi,2023-12-01,735.0,completed,UPI00001437
1438,1438,upi,2023-12-01,6236.01,completed,UPI00001438
1439,1439,bank_transfer,2023-12-01,20066.14,completed,BT00001439
1440,1440,cash,2023-12-01,478.0,completed,
1441,1441,bank_transfer,2023-12-02,13726.54,completed,BT00001441
1442,1442,upi,2023-12-02,2829.18,completed,UPI00001442
1443,1443,bank_transfer,2023-12-02,585.95,completed,BT00001443
1444,1444,upi,2023-12-02,13728.77,completed,UPI00001444
1445,1445,bank_transfer,2023-12-02,12070.8,completed,BT00001445
1446,1446,cash,2023-12-02,3240.01,completed,
1447,1447,cash,2023-12-03,7044.84,completed,
1448,1448,cash,2023-12-03,18712.49,completed,
1449,1449,cash,2023-12-03,30158.93,completed,
1450,1450,upi,2023-12-03,11613.13,completed,UPI00001450
1451,1451,cash,2023-12-03,6104.75,completed,
1452,1452,cash,2023-12-04,520.0,completed,
1453,1453,bank_transfer,2023-12-04,5959.59,completed,BT00001453
1454,1454,upi,2023-12-04,244.0,completed,UPI00001454
1455,1455,cash,2023-12-05,28490.13,completed,
1456,1456,upi,2023-12-05,13276.68,completed,UPI00001456
1457,1457,cash,2023-12-07,4195.62,pending,
1458,1458,cash,2023-12-09,655.73,pending,
1459,1459,upi,2023-12-09,21007.77,pending,UPI00001459
1460,1460,cash,2023-12-07,56.0,pending,
1461,1461,cash,2023-12-06,6908.64,completed,
1462,1462,bank_transfer,2023-12-06,12090.6,completed,BT00001462
1463,1463,bank_transfer,2023-12-07,6715.81,completed,BT00001463
1464,1464,cash,2023-12-07,3173.87,completed,
1465,1465,bank_transfer,2023-12-07,18079.19,completed,BT00001465
1466,1466,upi,2023-12-07,1747.2,completed,UPI00001466
1467,1467,cash,2023-12-07,438.0,completed,
1468,1468,bank_transfer,2023-12-07,24709.32,completed,BT00001468
1469,1469,upi,2023-12-08,18857.88,completed,UPI00001469
1470,1470,upi,2023-12-10,15554.46,pending,UPI00001470
1471,1471,upi,2023-12-08,4694.67,completed,UPI00001471
1472,1472,cash,2023-12-09,7513.09,completed,
1473,1473,bank_transfer,2023-12-09,5116.93,completed,BT00001473
1474,1474,cash,2023-12-09,1677.94,completed,
1475,1475,upi,2023-12-09,9046.62,completed,UPI00001475
1476,1476,upi,2023-12-09,22146.3,completed,UPI00001476
1477,1477,upi,2023-12-09,5621.24,completed,UPI00001477
1478,1478,cash,2023-12-09,1171.12,completed,
1479,1479,cash,2023-12-09,10230.21,completed,
1480,1480,upi,2023-12-10,17940.16,completed,UPI00001480
1481,1481,bank_transfer,2023-12-10,12059.09,completed,BT00001481
1482,1482,upi,2023-12-11,8325.72,completed,UPI00001482
1483,1483,bank_transfer,2023-12-11,17879.31,completed,BT00001483
1484,1484,cash,2023-12-11,3090.6,completed,
1485,1485,cash,2023-12-12,12144.6,completed,
1486,1486,cash,2023-12-12,912.48,completed,
1487,1487,cash,2023-12-12,4279.34,completed,
1488,1488,cash,2023-12-12,3203.2,completed,
1489,1489,bank_transfer,2023-12-12,9982.75,completed,BT00001489
1490,1490,cash,2023-12-13,416.04,completed,
1491,1491,upi,2023-12-13,251.0,completed,UPI00001491
1492,1492,bank_transfer,2023-12-13,5713.73,completed,BT00001492
1493,1493,upi,2023-12-13,8424.21,completed,UPI00001493
1494,1494,upi,2023-12-13,13445.22,completed,UPI00001494
1495,1495,cash,2023-12-14,7661.27,completed,
1496,1496,upi,2023-12-14,1294.04,completed,UPI00001496
1497,1497,upi,2023-12-16,1577.95,pending,UPI00001497
1498,1498,cash,2023-12-14,759.07,completed,
1499,1499,upi,2023-12-15,5366.25,completed,UPI00001499
1500,1500,cash,2023-12-17,1705.81,pending,
1501,1501,bank_transfer,2023-12-15,33396.96,completed,BT00001501
1502,1502,bank_transfer,2023-12-15,12700.04,completed,BT00001502
1503,1503,upi,2023-12-15,16302.96,completed,UPI00001503
1504,1504,cash,2023-12-16,3405.69,completed,
1505,1505,cash,2023-12-16,2401.19,completed,
1506,1506,upi,2023-12-16,2708.16,completed,UPI00001506
1507,1507,bank_transfer,2023-12-18,5678.69,pending,BT00001507
1508,1508,cash,2023-12-17,1997.38,completed,
1509,1509,cash,2023-12-19,141.36,pending,
1510,1510,upi,2023-12-18,8443.7,completed,UPI00001510
1511,1511,cash,2023-12-19,3495.28,pending,
1512,1512,upi,2023-12-18,1243.03,completed,UPI00001512
1513,1513,cash,2023-12-18,14.88,completed,
1514,1514,upi,2023-12-18,3001.48,completed,UPI00001514
1515,1515,upi,2023-12-19,5073.61,completed,UPI00001515
1516,1516,upi,2023-12-19,336.66,completed,UPI00001516
1517,1517,upi,2023-12-19,1397.14,completed,UPI00001517
1518,1518,bank_transfer,2023-12-19,8390.24,completed,BT00001518
1519,1519,cash,2023-12-19,12579.5,completed,
1520,1520,cash,2023-12-19,1251.08,completed,
1521,1521,upi,2023-12-20,5438.83,completed,UPI00001521
1522,1522,upi,2023-12-20,29296.93,completed,UPI00001522
1523,1523,cash,2023-12-20,34603.52,completed,
1524,1524,upi,2023-12-20,3791.42,completed,UPI00001524
1525,1525,cash,2023-12-20,2525.49,completed,
1526,1526,cash,2023-12-21,4204.33,pending,
1527,1527,bank_transfer,2023-12-22,7150.44,pending,BT00001527
1528,1528,cash,2023-12-21,692.85,completed,
1529,1529,upi,2023-12-21,3907.93,completed,UPI00001529
1530,1530,cash,2023-12-21,1004.37,completed,
1531,1531,upi,2023-12-21,537.47,completed,UPI00001531
1532,1532,cash,2023-12-22,293.88,completed,
1533,1533,upi,2023-12-22,217.97,completed,UPI00001533
1534,1534,cash,2023-12-22,1354.08,completed,
1535,1535,cash,2023-12-22,552.75,completed,
1536,1536,upi,2023-12-22,396.18,completed,UPI00001536
1537,1537,upi,2023-12-25,4111.34,pending,UPI00001537
1538,1538,upi,2023-12-22,269.37,completed,UPI00001538
1539,1539,cash,2023-12-23,140.43,completed,
1540,1540,cash,2023-12-23,21378.65,completed,
1541,1541,cash,2023-12-23,3449.11,completed,
1542,1542,upi,2023-12-23,25827.55,completed,UPI00001542
1543,1543,cash,2023-12-23,37.2,completed,
1544,1544,upi,2023-12-24,21199.61,completed,UPI00001544
1545,1545,bank_transfer,2023-12-24,24852.24,completed,BT00001545
1546,1546,upi,2023-12-24,16613.36,completed,UPI00001546
1547,1547,upi,2023-12-24,3210.26,completed,UPI00001547
1548,1548,bank_transfer,2023-12-25,2317.71,completed,BT00001548
1549,1549,upi,2023-12-25,15507.95,completed,UPI00001549
1550,1550,cash,2023-12-25,944.76,completed,
1551,1551,upi,2023-12-28,7725.14,pending,UPI00001551
1552,1552,cash,2023-12-25,3177.21,completed,
1553,1553,cash,2023-12-25,862.57,completed,
1554,1554,cash,2023-12-25,3556.43,completed,
1555,1555,upi,2023-12-26,4327.1,completed,UPI00001555
1556,1556,upi,2023-12-26,12798.29,completed,UPI00001556
1557,1557,cash,2023-12-26,23862.14,completed,
1558,1558,cash,2023-12-26,20091.42,completed,
1559,1559,bank_transfer,2023-12-27,4490.34,completed,BT00001559
1560,1560,upi,2023-12-27,2453.06,completed,UPI00001560
1561,1561,upi,2023-12-28,12117.55,completed,UPI00001561
1562,1562,upi,2023-12-28,26389.51,completed,UPI00001562
1563,1563,bank_transfer,2023-12-28,16125.34,completed,BT00001563
1564,1564,bank_transfer,2023-12-29,13690.4,completed,BT00001564
1565,1565,bank_transfer,2023-12-29,24510.66,completed,BT00001565
1566,1566,bank_transfer,2023-12-30,16011.72,completed,BT00001566
1567,1567,cash,2023-12-30,20651.5,completed,
1568,1568,bank_transfer,2023-12-31,9014.16,completed,BT00001568
1569,1569,bank_transfer,2023-12-31,5326.03,completed,BT00001569
1570,1570,cash,2023-12-31,28002.34,completed,
1571,1571,cash,2023-12-31,106.02,completed,
1572,1572,upi,2023-12-31,2347.99,completed,UPI00001572
1573,1573,cash,2023-12-31,8520.14,completed,
1574,1574,bank_transfer,2024-01-02,12015.93,pending,BT00001574
1575,1575,cash,2023-12-31,285.67,completed,
1576,1576,bank_transfer,2024-01-01,6165.63,completed,BT00001576
1577,1577,cash,2024-01-01,16508.98,completed,
1578,1578,cash,2024-01-01,1723.19,completed,
1579,1579,bank_transfer,2024-01-01,24424.11,completed,BT00001579
1580,1580,cash,2024-01-03,5986.09,pending,
1581,1581,cash,2024-01-01,6480.78,completed,
1582,1582,cash,2024-01-01,2581.92,completed,
1583,1583,cash,2024-01-02,4461.16,completed,
1584,1584,cash,2024-01-02,336.0,completed,
1585,1585,bank_transfer,2024-01-03,21420.6,completed,BT00001585
1586,1586,upi,2024-01-03,526.0,completed,UPI00001586
1587,1587,upi,2024-01-03,873.6,completed,UPI00001587
1588,1588,bank_transfer,2024-01-04,6181.2,pending,BT00001588
1589,1589,cash,2024-01-03,2565.24,completed,
1590,1590,cash,2024-01-03,9010.84,completed,
1591,1591,upi,2024-01-04,12126.08,completed,UPI00001591
1592,1592,upi,2024-01-04,185.0,completed,UPI00001592
1593,1593,cash,2024-01-05,3134.8,pending,
1594,1594,upi,2024-01-04,673.0,completed,UPI00001594
1595,1595,upi,2024-01-04,23774.84,completed,UPI00001595
1596,1596,upi,2024-01-04,15838.93,completed,UPI00001596
1597,1597,upi,2024-01-05,128.0,completed,UPI00001597
1598,1598,bank_transfer,2024-01-05,12638.38,completed,BT00001598
1599,1599,bank_transfer,2024-01-05,9021.51,completed,BT00001599
1600,1600,upi,2024-01-05,14027.01,completed,UPI00001600
1601,1601,bank_transfer,2024-01-05,22378.12,completed,BT00001601
1602,1602,bank_transfer,2024-01-08,11834.37,pending,BT00001602
1603,1603,cash,2024-01-05,1794.01,completed,
1604,1604,bank_transfer,2024-01-05,20172.76,completed,BT00001604
1605,1605,upi,2024-01-06,18478.0,completed,UPI00001605
1606,1606,upi,2024-01-06,7067.79,completed,UPI00001606
1607,1607,bank_transfer,2024-01-06,1155.86,completed,BT00001607
1608,1608,cash,2024-01-06,418.0,completed,
1609,1609,bank_transfer,2024-01-06,8179.28,completed,BT00001609
1610,1610,bank_transfer,2024-01-07,19566.52,completed,BT00001610
1611,1611,cash,2024-01-07,2684.97,completed,
1612,1612,cash,2024-01-07,21812.79,completed,
1613,1613,cash,2024-01-07,509.0,completed,
1614,1614,cash,2024-01-07,3139.75,completed,
1615,1615,upi,2024-01-07,126.0,completed,UPI00001615
1616,1616,upi,2024-01-07,17588.65,completed,UPI00001616
1617,1617,bank_transfer,2024-01-08,6243.54,completed,BT00001617
1618,1618,upi,2024-01-08,21828.1,completed,UPI00001618
1619,1619,cash,2024-01-08,12140.34,completed,
1620,1620,cash,2024-01-08,4024.58,completed,
1621,1621,cash,2024-01-08,11262.96,completed,
1622,1622,bank_transfer,2024-01-08,5067.6,completed,BT00001622
1623,1623,upi,2024-01-08,16481.79,completed,UPI00001623
1624,1624,cash,2024-01-08,13151.32,completed,
1625,1625,upi,2024-01-09,4418.26,completed,UPI00001625
1626,1626,upi,2024-01-09,9405.4,completed,UPI00001626
1627,1627,upi,2024-01-09,2445.6,completed,UPI00001627
1628,1628,upi,2024-01-09,13733.94,completed,UPI00001628
1629,1629,cash,2024-01-10,75.0,completed,
1630,1630,cash,2024-01-10,8453.06,completed,
1631,1631,bank_transfer,2024-01-11,20955.22,completed,BT00001631
1632,1632,cash,2024-01-11,486.0,completed,
1633,1633,upi,2024-01-11,6622.1,completed,UPI00001633
1634,1634,cash,2024-01-11,4434.0,completed,
1635,1635,cash,2024-01-11,12190.23,completed,
1636,1636,upi,2024-01-13,2545.24,pending,UPI00001636
1637,1637,upi,2024-01-11,14855.98,completed,UPI00001637
1638,1638,upi,2024-01-12,13659.98,completed,UPI00001638
1639,1639,cash,2024-01-12,3536.0,completed,
1640,1640,bank_transfer,2024-01-12,10767.08,completed,BT00001640
1641,1641,cash,2024-01-13,310.0,completed,
1642,1642,bank_transfer,2024-01-13,11884.03,completed,BT00001642
1643,1643,bank_transfer,2024-01-14,11720.7,completed,BT00001643
1644,1644,cash,2024-01-14,1666.96,completed,
1645,1645,cash,2024-01-14,10651.34,completed,
1646,1646,cash,2024-01-14,8453.06,completed,
1647,1647,bank_transfer,2024-01-14,12051.83,completed,BT00001647
1648,1648,cash,2024-01-15,12485.61,pending,
1649,1649,upi,2024-01-14,598.0,completed,UPI00001649
1650,1650,cash,2024-01-15,6045.3,completed,
1651,1651,upi,2024-01-15,2807.42,completed,UPI00001651
1652,1652,cash,2024-01-15,10045.09,completed,
1653,1653,upi,2024-01-15,363.0,completed,UPI00001653
1654,1654,cash,2024-01-15,310.0,completed,
1655,1655,upi,2024-01-15,15169.5,completed,UPI00001655
1656,1656,cash,2024-01-15,5407.92,completed,
1657,1657,upi,2024-01-15,25530.68,completed,UPI00001657
1658,1658,upi,2024-01-19,15692.04,pending,UPI00001658
1659,1659,upi,2024-01-16,2727.75,completed,UPI00001659
1660,1660,cash,2024-01-17,52.0,pending,
1661,1661,cash,2024-01-17,5455.5,completed,
1662,1662,bank_transfer,2024-01-17,24511.65,completed,BT00001662
1663,1663,cash,2024-01-20,5440.8,pending,
1664,1664,cash,2024-01-17,341.67,completed,
1665,1665,cash,2024-01-17,10034.37,completed,
1666,1666,upi,2024-01-17,18310.15,completed,UPI00001666
1667,1667,cash,2024-01-19,917.0,pending,
1668,1668,upi,2024-01-18,4146.4,completed,UPI00001668
1669,1669,upi,2024-01-18,8309.07,completed,UPI00001669
1670,1670,cash,2024-01-18,2209.13,completed,
1671,1671,bank_transfer,2024-01-18,9638.11,completed,BT00001671
1672,1672,bank_transfer,2024-01-18,24887.51,completed,BT00001672
1673,1673,bank_transfer,2024-01-21,15173.86,pending,BT00001673
1674,1674,upi,2024-01-19,27416.75,completed,UPI00001674
1675,1675,upi,2024-01-19,6756.18,completed,UPI00001675
1676,1676,upi,2024-01-20,3872.88,completed,UPI00001676
1677,1677,upi,2024-01-20,264.0,completed,UPI00001677
1678,1678,upi,2024-01-20,4746.2,completed,UPI00001678
1679,1679,bank_transfer,2024-01-20,11277.55,completed,BT00001679
1680,1680,cash,2024-01-20,17.0,completed,
1681,1681,bank_transfer,2024-01-21,30446.97,completed,BT00001681
1682,1682,upi,2024-01-21,315.59,completed,UPI00001682
1683,1683,upi,2024-01-23,1325.03,pending,UPI00001683
1684,1684,upi,2024-01-21,186.0,completed,UPI00001684
1685,1685,upi,2024-01-21,8772.31,completed,UPI00001685
1686,1686,cash,2024-01-22,156.0,completed,
1687,1687,cash,2024-01-22,12170.32,completed,
1688,1688,cash,2024-01-22,35666.6,completed,
1689,1689,upi,2024-01-22,4174.08,completed,UPI00001689
1690,1690,cash,2024-01-22,584.0,completed,
1691,1691,upi,2024-01-23,20801.13,completed,UPI00001691
1692,1692,cash,2024-01-23,276.62,completed,
1693,1693,upi,2024-01-23,4648.44,completed,UPI00001693
1694,1694,upi,2024-01-23,17108.35,completed,UPI00001694
1695,1695,upi,2024-01-24,5212.09,completed,UPI00001695
1696,1696,upi,2024-01-24,14484.96,completed,UPI00001696
1697,1697,bank_transfer,2024-01-25,246.0,completed,BT00001697
1698,1698,cash,2024-01-25,2403.68,completed,
1699,1699,upi,2024-01-26,5099.38,completed,UPI00001699
1700,1700,upi,2024-01-26,2072.35,completed,UPI00001700
1701,1701,bank_transfer,2024-01-26,20609.27,completed,BT00001701
1702,1702,upi,2024-01-26,8643.69,completed,UPI00001702
1703,1703,upi,2024-01-29,13643.3,pending,UPI00001703
1704,1704,upi,2024-01-27,7580.3,completed,UPI00001704
1705,1705,cash,2024-01-27,200.0,completed,
1706,1706,upi,2024-01-27,7423.02,completed,UPI00001706
1707,1707,bank_transfer,2024-01-27,11603.76,completed,BT00001707
1708,1708,upi,2024-01-28,10863.72,completed,UPI00001708
1709,1709,cash,2024-01-28,458.0,completed,
1710,1710,cash,2024-01-29,224.0,completed,
1711,1711,cash,2024-01-30,7717.47,pending,
1712,1712,cash,2024-01-30,303.0,completed,
1713,1713,upi,2024-01-30,10536.13,completed,UPI00001713
1714,1714,upi,2024-01-30,470.07,completed,UPI00001714
1715,1715,bank_transfer,2024-01-31,16531.82,completed,BT00001715
1716,1716,upi,2024-01-31,24352.45,completed,UPI00001716
