sale_id,customer_id,employee_id,sale_date,total_amount,payment_method,payment_status,promotion_id,festival_flag,holiday_flag,season,warehouse_expansion_flag
1823,608,2,2024-02-21,8481.78,bank_transfer,paid,,0,0,winter,0
1824,915,1,2024-02-21,10144.31,upi,paid,,0,0,winter,0
1825,755,2,2024-02-21,1491.73,upi,paid,,0,0,winter,0
1826,229,1,2024-02-22,26533.5,bank_transfer,paid,,0,0,winter,0
1827,1,3,2024-02-22,632.0,upi,paid,,0,0,winter,0
1828,172,1,2024-02-22,6587.45,upi,paid,,0,0,winter,0
1829,527,1,2024-02-22,3100.32,upi,paid,,0,0,winter,0
1830,601,3,2024-02-22,2638.36,upi,paid,,0,0,winter,0
1831,491,3,2024-02-22,11846.92,bank_transfer,paid,,0,0,winter,0
1832,498,3,2024-02-23,8156.94,bank_transfer,pending,,0,0,winter,0
1833,525,2,2024-02-23,13926.63,upi,paid,,0,0,winter,0
1834,932,3,2024-02-23,15438.6,cash,paid,,0,0,winter,0
1835,802,3,2024-02-23,6414.27,cash,pending,,0,0,winter,0
1836,928,1,2024-02-23,17929.73,bank_transfer,pending,,0,0,winter,0
1837,32,3,2024-02-23,4274.1,cash,paid,,0,0,winter,0
1838,642,3,2024-02-23,9859.34,upi,paid,,0,0,winter,0
1839,945,3,2024-02-24,25049.68,upi,pending,,0,0,winter,0
1840,694,1,2024-02-24,100.0,cash,paid,,0,0,winter,0
1841,653,1,2024-02-25,9796.83,upi,paid,,0,0,winter,0
1842,733,3,2024-02-25,33748.75,upi,paid,,0,0,winter,0
1843,699,1,2024-02-25,5247.32,cash,paid,,0,0,winter,0
1844,728,2,2024-02-25,11937.06,cash,paid,,0,0,winter,0
1845,435,3,2024-02-25,8517.42,bank_transfer,pending,,0,0,winter,0
1846,153,1,2024-02-25,1222.8,cash,paid,,0,0,winter,0
1847,812,2,2024-02-25,2464.78,cash,paid,,0,0,winter,0
1848,651,1,2024-02-26,2511.66,cash,paid,,0,0,winter,0
1849,173,1,2024-02-26,13409.28,cash,paid,,0,0,winter,0
1850,332,2,2024-02-27,16844.12,cash,paid,,0,0,winter,0
1851,621,3,2024-02-27,12722.5,bank_transfer,paid,,0,0,winter,0
1852,270,3,2024-02-27,20997.18,bank_transfer,pending,,0,0,winter,0
1853,435,3,2024-02-27,52.0,cash,paid,,0,0,winter,0
1854,24,2,2024-02-27,1652.53,upi,paid,,0,0,winter,0
1855,69,2,2024-02-27,6890.37,upi,paid,,0,0,winter,0
1856,392,1,2024-02-28,22546.36,upi,paid,,0,0,winter,0
1857,162,3,2024-02-28,8819.38,bank_transfer,paid,,0,0,winter,0
1858,573,1,2024-02-28,28186.72,upi,paid,,0,0,winter,0
1859,809,1,2024-02-29,284.0,bank_transfer,paid,,0,0,winter,0
1860,265,2,2024-02-29,13494.79,bank_transfer,paid,,0,0,winter,0
1861,20,3,2024-02-29,16296.83,bank_transfer,pending,,0,0,winter,0
1862,223,2,2024-02-29,11703.61,cash,paid,,0,0,winter,0
1863,621,2,2024-02-29,1151.34,cash,paid,,0,0,winter,0
1864,944,1,2024-03-01,5767.06,bank_transfer,paid,,0,0,pre_monsoon,0
1865,737,1,2024-03-01,23970.32,cash,paid,,0,0,pre_monsoon,0
1866,343,2,2024-03-01,17727.89,bank_transfer,pending,,0,0,pre_monsoon,0
1867,652,1,2024-03-01,1207.58,upi,paid,,0,0,pre_monsoon,0
1868,137,3,2024-03-01,7320.82,upi,paid,,0,0,pre_monsoon,0
1869,698,2,2024-03-01,4367.2,upi,paid,,0,0,pre_monsoon,0
1870,498,1,2024-03-01,4607.1,upi,paid,,0,0,pre_monsoon,0
1871,435,3,2024-03-01,15120.85,bank_transfer,paid,,0,0,pre_monsoon,0
1872,69,1,2024-03-02,291.2,upi,paid,,0,0,pre_monsoon,0
1873,569,3,2024-03-02,2553.91,cash,paid,,0,0,pre_monsoon,0
1874,642,1,2024-03-02,13831.25,upi,paid,,0,0,pre_monsoon,0
1875,485,2,2024-03-02,7233.4,cash,paid,,0,0,pre_monsoon,0
1876,888,3,2024-03-02,30637.25,upi,paid,,0,0,pre_monsoon,0
1877,292,1,2024-03-02,18611.71,bank_transfer,paid,,0,0,pre_monsoon,0
1878,193,1,2024-03-02,18425.4,upi,paid,,0,0,pre_monsoon,0
1879,623,2,2024-03-03,8806.26,upi,paid,,0,0,pre_monsoon,0
1880,815,2,2024-03-03,6590.76,upi,paid,,0,0,pre_monsoon,0
1881,603,3,2024-03-03,5169.57,upi,paid,,0,0,pre_monsoon,0
1882,691,2,2024-03-03,3324.89,cash,paid,,0,0,pre_monsoon,0
1883,325,1,2024-03-03,19473.78,cash,paid,,0,0,pre_monsoon,0
1884,435,3,2024-03-03,5443.27,cash,paid,,0,0,pre_monsoon,0
1885,121,3,2024-03-03,10397.21,bank_transfer,paid,,0,0,pre_monsoon,0
1886,673,2,2024-03-03,3048.8,upi,paid,,0,0,pre_monsoon,0
1887,340,2,2024-03-03,23227.98,bank_transfer,paid,,0,0,pre_monsoon,0
1888,66,2,2024-03-03,2904.01,cash,paid,,0,0,pre_monsoon,0
1889,107,2,2024-03-04,93.0,cash,paid,,0,0,pre_monsoon,0
1890,49,2,2024-03-04,7688.52,upi,paid,,0,0,pre_monsoon,0
1891,466,3,2024-03-04,10052.31,cash,paid,,0,0,pre_monsoon,0
1892,740,3,2024-03-04,805.0,cash,paid,,0,0,pre_monsoon,0
1893,618,1,2024-03-04,5563.08,cash,paid,,0,0,pre_monsoon,0
1894,433,3,2024-03-04,21598.67,cash,paid,,0,0,pre_monsoon,0
1895,889,1,2024-03-04,5181.22,bank_transfer,paid,,0,0,pre_monsoon,0
1896,255,1,2024-03-05,8875.24,cash,paid,,0,0,pre_monsoon,0
1897,292,2,2024-03-05,78.0,upi,paid,,0,0,pre_monsoon,0
1898,504,3,2024-03-05,11479.67,upi,paid,,0,0,pre_monsoon,0
1899,883,3,2024-03-05,7223.93,upi,paid,,0,0,pre_monsoon,0
1900,697,3,2024-03-06,9034.3,bank_transfer,paid,,0,0,pre_monsoon,0
1901,934,2,2024-03-06,10806.73,upi,paid,,0,0,pre_monsoon,0
1902,861,3,2024-03-06,10391.15,cash,paid,,0,0,pre_monsoon,0
1903,215,3,2024-03-06,5301.6,upi,pending,,0,0,pre_monsoon,0
1904,894,3,2024-03-06,6129.21,upi,paid,,0,0,pre_monsoon,0
1905,30,3,2024-03-06,1254.12,cash,paid,,0,0,pre_monsoon,0
1906,82,3,2024-03-06,2215.02,cash,paid,,0,0,pre_monsoon,0
1907,773,3,2024-03-06,6216.72,upi,paid,,0,0,pre_monsoon,0
1908,339,1,2024-03-06,1957.8,cash,paid,,0,0,pre_monsoon,0
1909,564,2,2024-03-07,5208.45,bank_transfer,pending,,0,0,pre_monsoon,0
1910,298,2,2024-03-07,22409.04,upi,paid,,0,0,pre_monsoon,0
1911,40,2,2024-03-07,7534.65,bank_transfer,paid,,0,0,pre_monsoon,0
1912,432,3,2024-03-07,29318.41,cash,pending,,0,0,pre_monsoon,0
1913,950,2,2024-03-07,8918.98,cash,paid,,0,0,pre_monsoon,0
1914,941,3,2024-03-08,2542.59,cash,paid,,0,0,pre_monsoon,0
1915,694,2,2024-03-08,11933.99,upi,paid,,0,0,pre_monsoon,0
1916,739,3,2024-03-08,280.0,cash,paid,,0,0,pre_monsoon,0
1917,909,3,2024-03-08,23888.28,cash,paid,,0,0,pre_monsoon,0
1918,470,1,2024-03-08,11532.96,bank_transfer,paid,,0,0,pre_monsoon,0
1919,391,2,2024-03-08,13793.1,bank_transfer,paid,,0,0,pre_monsoon,0
1920,582,2,2024-03-08,2211.45,upi,paid,,0,0,pre_monsoon,0
1921,85,2,2024-03-09,1945.02,upi,paid,,0,0,pre_monsoon,0
1922,165,3,2024-03-09,18338.7,cash,paid,,0,0,pre_monsoon,0
1923,543,3,2024-03-09,17174.82,cash,paid,,0,0,pre_monsoon,0
1924,824,1,2024-03-09,3357.31,cash,paid,,0,0,pre_monsoon,0
1925,208,1,2024-03-09,9311.86,bank_transfer,paid,,0,0,pre_monsoon,0
1926,741,1,2024-03-09,17721.05,cash,paid,,0,0,pre_monsoon,0
1927,660,1,2024-03-09,2670.2,cash,paid,,0,0,pre_monsoon,0
1928,490,3,2024-03-09,19060.44,upi,paid,,0,0,pre_monsoon,0
1929,243,1,2024-03-10,3695.75,cash,paid,,0,0,pre_monsoon,0
1930,239,2,2024-03-10,22525.43,bank_transfer,paid,,0,0,pre_monsoon,0
1931,426,1,2024-03-10,117.19,upi,paid,,0,0,pre_monsoon,0
1932,635,1,2024-03-10,5042.28,cash,paid,,0,0,pre_monsoon,0
1933,570,3,2024-03-10,10440.45,upi,paid,,0,0,pre_monsoon,0
1934,111,3,2024-03-10,737.44,cash,pending,,0,0,pre_monsoon,0
1935,212,1,2024-03-10,7826.88,cash,paid,,0,0,pre_monsoon,0
1936,902,3,2024-03-10,937.0,cash,paid,,0,0,pre_monsoon,0
1937,245,3,2024-03-10,1266.9,cash,paid,,0,0,pre_monsoon,0
1938,29,2,2024-03-11,168.0,cash,paid,,0,0,pre_monsoon,0
1939,356,3,2024-03-11,2015.1,cash,paid,,0,0,pre_monsoon,0
1940,214,1,2024-03-11,12980.46,cash,paid,,0,0,pre_monsoon,0
1941,763,1,2024-03-11,72.0,upi,paid,,0,0,pre_monsoon,0
1942,791,1,2024-03-11,208.02,cash,paid,,0,0,pre_monsoon,0
1943,612,2,2024-03-11,5006.44,cash,paid,,0,0,pre_monsoon,0
1944,111,3,2024-03-11,3039.84,cash,paid,,0,0,pre_monsoon,0
1945,306,1,2024-03-11,9392.05,bank_transfer,paid,,0,0,pre_monsoon,0
1946,897,3,2024-03-12,661.01,upi,paid,,0,0,pre_monsoon,0
1947,872,2,2024-03-12,14396.1,cash,paid,,0,0,pre_monsoon,0
1948,431,1,2024-03-12,800.0,upi,paid,,0,0,pre_monsoon,0
1949,247,3,2024-03-12,9263.16,upi,paid,,0,0,pre_monsoon,0
1950,921,2,2024-03-12,8873.83,upi,paid,,0,0,pre_monsoon,0
1951,234,1,2024-03-12,15415.0,cash,paid,,0,0,pre_monsoon,0
1952,526,1,2024-03-12,2414.16,cash,paid,,0,0,pre_monsoon,0
1953,729,1,2024-03-13,330.0,upi,paid,,0,0,pre_monsoon,0
1954,529,3,2024-03-13,901.38,cash,paid,,0,0,pre_monsoon,0
1955,360,2,2024-03-13,3048.8,cash,paid,,0,0,pre_monsoon,0
1956,798,1,2024-03-13,872.67,upi,paid,,0,0,pre_monsoon,0
1957,868,3,2024-03-13,1862.73,cash,pending,,0,0,pre_monsoon,0
1958,156,2,2024-03-13,250.0,upi,paid,,0,0,pre_monsoon,0
1959,762,1,2024-03-13,10971.83,upi,paid,,0,0,pre_monsoon,0
1960,199,2,2024-03-14,2391.69,upi,paid,,0,0,pre_monsoon,0
1961,117,1,2024-03-14,8653.68,bank_transfer,paid,,0,0,pre_monsoon,0
1962,282,3,2024-03-14,9248.58,upi,paid,,0,0,pre_monsoon,0
1963,830,2,2024-03-14,24252.77,cash,paid,,0,0,pre_monsoon,0
1964,338,2,2024-03-14,2538.16,upi,paid,,0,0,pre_monsoon,0
1965,446,1,2024-03-14,2790.0,upi,paid,,0,0,pre_monsoon,0
1966,473,3,2024-03-14,11240.92,upi,paid,,0,0,pre_monsoon,0
1967,932,3,2024-03-14,6476.09,cash,paid,,0,0,pre_monsoon,0
1968,106,1,2024-03-14,12241.5,cash,paid,,0,0,pre_monsoon,0
1969,797,3,2024-03-14,8283.02,upi,paid,,0,0,pre_monsoon,0
1970,207,3,2024-03-15,1006.41,upi,paid,5.0,0,0,pre_monsoon,0
1971,588,3,2024-03-15,5944.93,bank_transfer,paid,5.0,0,0,pre_monsoon,0
1972,729,2,2024-03-15,2014.47,upi,paid,5.0,0,0,pre_monsoon,0
1973,538,2,2024-03-15,5629.91,cash,paid,5.0,0,0,pre_monsoon,0
1974,261,2,2024-03-15,19217.01,upi,paid,5.0,0,0,pre_monsoon,0
1975,310,2,2024-03-15,2613.09,upi,paid,5.0,0,0,pre_monsoon,0
1976,728,1,2024-03-15,69.0,cash,paid,5.0,0,0,pre_monsoon,0
1977,470,1,2024-03-15,2946.94,cash,paid,5.0,0,0,pre_monsoon,0
1978,98,1,2024-03-15,4064.8,cash,pending,5.0,0,0,pre_monsoon,0
1979,600,1,2024-03-16,6270.32,upi,paid,5.0,0,0,pre_monsoon,0
1980,221,3,2024-03-16,11356.12,bank_transfer,paid,5.0,0,0,pre_monsoon,0
1981,15,1,2024-03-16,2775.29,upi,paid,5.0,0,0,pre_monsoon,0
1982,541,3,2024-03-16,9908.86,bank_transfer,paid,5.0,0,0,pre_monsoon,0
1983,511,3,2024-03-16,14.72,cash,paid,5.0,0,0,pre_monsoon,0
1984,712,3,2024-03-16,3417.94,cash,paid,5.0,0,0,pre_monsoon,0
1985,487,2,2024-03-16,7538.17,bank_transfer,paid,5.0,0,0,pre_monsoon,0
1986,165,3,2024-03-16,423.2,cash,paid,5.0,0,0,pre_monsoon,0
1987,42,1,2024-03-16,2447.03,cash,pending,5.0,0,0,pre_monsoon,0
1988,866,3,2024-03-17,425.96,cash,paid,5.0,0,0,pre_monsoon,0
1989,778,1,2024-03-17,17934.98,upi,paid,5.0,0,0,pre_monsoon,0
1990,491,2,2024-03-17,1017.96,upi,paid,5.0,0,0,pre_monsoon,0
1991,64,3,2024-03-17,11785.94,cash,paid,5.0,0,0,pre_monsoon,0
1992,223,2,2024-03-17,4960.82,cash,pending,5.0,0,0,pre_monsoon,0
1993,917,1,2024-03-18,3127.68,cash,paid,5.0,1,0,pre_monsoon,0
1994,786,3,2024-03-18,235.52,cash,paid,5.0,1,0,pre_monsoon,0
1995,196,1,2024-03-18,15185.14,upi,pending,5.0,1,0,pre_monsoon,0
1996,499,3,2024-03-18,7663.69,bank_transfer,paid,5.0,1,0,pre_monsoon,0
1997,704,3,2024-03-18,191.36,cash,paid,5.0,1,0,pre_monsoon,0
1998,396,2,2024-03-18,4434.08,cash,paid,5.0,1,0,pre_monsoon,0
1999,475,3,2024-03-19,4806.26,cash,paid,5.0,1,0,pre_monsoon,0
2000,270,3,2024-03-19,24882.16,cash,paid,5.0,1,0,pre_monsoon,0
2001,97,3,2024-03-19,11071.68,upi,paid,5.0,1,0,pre_monsoon,0
2002,31,1,2024-03-19,3979.94,upi,paid,5.0,1,0,pre_monsoon,0
2003,469,1,2024-03-19,32109.04,bank_transfer,paid,5.0,1,0,pre_monsoon,0
2004,541,2,2024-03-20,1536.95,cash,paid,5.0,1,0,pre_monsoon,0
2005,411,1,2024-03-20,18795.6,cash,paid,5.0,1,0,pre_monsoon,0
2006,329,3,2024-03-20,1761.76,cash,paid,5.0,1,0,pre_monsoon,0
2007,223,1,2024-03-20,3088.73,cash,paid,5.0,1,0,pre_monsoon,0
2008,209,2,2024-03-20,16241.7,cash,paid,5.0,1,0,pre_monsoon,0
2009,518,2,2024-03-20,1040.37,upi,paid,5.0,1,0,pre_monsoon,0
2010,127,1,2024-03-20,4457.27,cash,paid,5.0,1,0,pre_monsoon,0
2011,312,2,2024-03-21,10170.02,upi,pending,5.0,1,0,pre_monsoon,0
2012,442,1,2024-03-21,7956.81,bank_transfer,paid,5.0,1,0,pre_monsoon,0
2013,654,3,2024-03-21,2852.29,upi,paid,5.0,1,0,pre_monsoon,0
2014,856,2,2024-03-21,6696.46,upi,paid,5.0,1,0,pre_monsoon,0
2015,763,3,2024-03-21,27775.13,upi,pending,5.0,1,0,pre_monsoon,0
2016,556,2,2024-03-21,10328.96,cash,paid,5.0,1,0,pre_monsoon,0
2017,840,2,2024-03-21,3912.02,cash,paid,5.0,1,0,pre_monsoon,0
2018,585,3,2024-03-21,13921.66,cash,paid,5.0,1,0,pre_monsoon,0
2019,238,2,2024-03-21,1244.19,cash,paid,5.0,1,0,pre_monsoon,0
2020,843,1,2024-03-22,15319.08,upi,paid,5.0,1,0,pre_monsoon,0
2021,927,2,2024-03-22,23064.66,upi,paid,5.0,1,0,pre_monsoon,0
2022,760,1,2024-03-22,9287.34,bank_transfer,paid,5.0,1,0,pre_monsoon,0
2023,360,3,2024-03-22,16381.4,cash,paid,5.0,1,0,pre_monsoon,0
2024,617,1,2024-03-23,1716.06,upi,paid,5.0,1,0,pre_monsoon,0
2025,835,1,2024-03-23,6349.47,upi,paid,5.0,1,0,pre_monsoon,0
2026,532,1,2024-03-23,33.12,upi,paid,5.0,1,0,pre_monsoon,0
2027,97,3,2024-03-23,505.94,cash,paid,5.0,1,0,pre_monsoon,0
2028,119,1,2024-03-23,9627.42,bank_transfer,paid,5.0,1,0,pre_monsoon,0
2029,422,3,2024-03-23,12377.84,upi,paid,5.0,1,0,pre_monsoon,0
2030,152,3,2024-03-23,21355.67,cash,paid,5.0,1,0,pre_monsoon,0
2031,615,2,2024-03-23,156.4,cash,paid,5.0,1,0,pre_monsoon,0
2032,168,1,2024-03-23,22.08,cash,paid,5.0,1,0,pre_monsoon,0
2033,219,2,2024-03-23,19340.76,cash,paid,5.0,1,0,pre_monsoon,0
2034,941,1,2024-03-23,15194.75,bank_transfer,paid,5.0,1,0,pre_monsoon,0
2035,173,1,2024-03-24,53.3,cash,paid,5.0,1,0,pre_monsoon,0
2036,135,3,2024-03-24,2643.3,cash,paid,5.0,1,0,pre_monsoon,0
2037,521,2,2024-03-24,95.68,upi,paid,5.0,1,0,pre_monsoon,0
2038,441,3,2024-03-24,7117.53,upi,paid,5.0,1,0,pre_monsoon,0
2039,561,1,2024-03-24,27047.17,bank_transfer,paid,5.0,1,0,pre_monsoon,0
2040,788,1,2024-03-25,7961.39,cash,paid,5.0,1,0,pre_monsoon,0
2041,626,2,2024-03-25,30167.68,bank_transfer,paid,5.0,1,0,pre_monsoon,0
2042,605,3,2024-03-25,10423.64,bank_transfer,paid,5.0,1,0,pre_monsoon,0
2043,609,3,2024-03-25,439.59,cash,paid,5.0,1,0,pre_monsoon,0
2044,146,3,2024-03-25,32019.64,bank_transfer,paid,5.0,1,0,pre_monsoon,0
2045,416,2,2024-03-25,198.72,upi,pending,5.0,1,0,pre_monsoon,0
2046,646,2,2024-03-25,92.0,upi,paid,5.0,1,0,pre_monsoon,0
2047,138,3,2024-03-25,10017.51,upi,paid,5.0,1,0,pre_monsoon,0
2048,409,2,2024-03-25,1216.26,cash,pending,5.0,1,0,pre_monsoon,0
2049,647,3,2024-03-25,9091.25,upi,paid,5.0,1,0,pre_monsoon,0
2050,46,1,2024-03-25,3324.62,cash,paid,5.0,1,0,pre_monsoon,0
2051,281,1,2024-03-26,7487.12,bank_transfer,paid,5.0,1,0,pre_monsoon,0
2052,870,1,2024-03-26,3920.54,cash,paid,5.0,1,0,pre_monsoon,0
2053,528,2,2024-03-26,6771.4,cash,paid,5.0,1,0,pre_monsoon,0
2054,744,3,2024-03-26,8253.19,bank_transfer,paid,5.0,1,0,pre_monsoon,0
2055,716,3,2024-03-26,8811.71,cash,paid,5.0,1,0,pre_monsoon,0
2056,698,3,2024-03-26,4211.63,cash,paid,5.0,1,0,pre_monsoon,0
2057,118,2,2024-03-26,25425.94,bank_transfer,pending,5.0,1,0,pre_monsoon,0
2058,883,2,2024-03-27,1442.24,upi,paid,5.0,1,0,pre_monsoon,0
2059,223,3,2024-03-27,8526.16,upi,paid,5.0,1,0,pre_monsoon,0
2060,536,3,2024-03-27,7443.74,upi,paid,5.0,1,0,pre_monsoon,0
2061,191,1,2024-03-27,27757.87,bank_transfer,paid,5.0,1,0,pre_monsoon,0
2062,256,2,2024-03-27,17825.77,cash,paid,5.0,1,0,pre_monsoon,0
2063,446,2,2024-03-27,10869.62,upi,paid,5.0,1,0,pre_monsoon,0
2064,641,2,2024-03-27,17181.57,upi,paid,5.0,1,0,pre_monsoon,0
2065,140,2,2024-03-28,1934.96,cash,paid,5.0,1,0,pre_monsoon,0
2066,810,2,2024-03-28,3650.31,cash,paid,5.0,1,0,pre_monsoon,0
2067,146,3,2024-03-28,11827.99,cash,paid,5.0,1,0,pre_monsoon,0
2068,491,1,2024-03-28,28487.84,bank_transfer,paid,5.0,1,0,pre_monsoon,0
2069,631,2,2024-03-28,5177.78,bank_transfer,paid,5.0,1,0,pre_monsoon,0
2070,615,3,2024-03-28,3845.65,cash,paid,5.0,1,0,pre_monsoon,0
2071,519,1,2024-03-28,5358.07,upi,paid,5.0,1,0,pre_monsoon,0
2072,223,2,2024-03-28,309.12,upi,pending,5.0,1,0,pre_monsoon,0
2073,165,1,2024-03-28,667.0,cash,paid,5.0,1,0,pre_monsoon,0
2074,462,1,2024-03-28,205.16,cash,paid,5.0,1,0,pre_monsoon,0
2075,880,2,2024-03-28,564.88,cash,pending,5.0,1,0,pre_monsoon,0
2076,4,3,2024-03-28,38357.81,bank_transfer,paid,5.0,1,0,pre_monsoon,0
2077,886,3,2024-03-29,8884.11,cash,paid,5.0,1,0,pre_monsoon,0
2078,614,1,2024-03-29,1493.63,upi,pending,5.0,1,0,pre_monsoon,0
2079,679,1,2024-03-29,5526.7,cash,paid,5.0,1,0,pre_monsoon,0
2080,349,3,2024-03-29,14706.73,upi,paid,5.0,1,0,pre_monsoon,0
2081,122,1,2024-03-29,33018.97,bank_transfer,paid,5.0,1,0,pre_monsoon,0
2082,542,1,2024-03-29,367.63,upi,paid,5.0,1,0,pre_monsoon,0
2083,826,3,2024-03-29,19197.5,bank_transfer,paid,5.0,1,0,pre_monsoon,0
2084,199,3,2024-03-29,9191.25,upi,paid,5.0,1,0,pre_monsoon,0
2085,370,3,2024-03-29,19507.05,cash,paid,5.0,1,0,pre_monsoon,0
2086,569,1,2024-03-29,25286.95,upi,paid,5.0,1,0,pre_monsoon,0
2087,29,1,2024-03-29,8987.14,upi,pending,5.0,1,0,pre_monsoon,0
2088,204,2,2024-03-30,17064.82,bank_transfer,paid,5.0,1,0,pre_monsoon,0
2089,860,3,2024-03-30,14219.05,bank_transfer,paid,5.0,1,0,pre_monsoon,0
2090,397,2,2024-03-30,2041.31,cash,paid,5.0,1,0,pre_monsoon,0
2091,186,2,2024-03-30,1281.48,cash,pending,5.0,1,0,pre_monsoon,0
2092,636,2,2024-03-30,3707.78,upi,paid,5.0,1,0,pre_monsoon,0
2093,787,2,2024-03-30,22205.29,bank_transfer,paid,5.0,1,0,pre_monsoon,0
2094,641,1,2024-03-30,222.64,cash,paid,5.0,1,0,pre_monsoon,0
2095,564,2,2024-03-30,13684.68,upi,pending,5.0,1,0,pre_monsoon,0
2096,218,3,2024-03-30,671.6,upi,paid,5.0,1,0,pre_monsoon,0
2097,784,2,2024-03-30,7440.78,bank_transfer,paid,5.0,1,0,pre_monsoon,0
2098,839,3,2024-03-30,488.52,upi,paid,5.0,1,0,pre_monsoon,0
2099,664,1,2024-03-30,6504.93,upi,paid,5.0,1,0,pre_monsoon,0
2100,537,3,2024-03-30,179.4,cash,paid,5.0,1,0,pre_monsoon,0
2101,792,2,2024-03-31,1762.67,upi,paid,5.0,1,0,pre_monsoon,0
2102,622,1,2024-03-31,3563.05,cash,paid,5.0,1,0,pre_monsoon,0
2103,800,1,2024-03-31,1627.17,cash,paid,5.0,1,0,pre_monsoon,0
2104,181,3,2024-03-31,1735.03,cash,paid,5.0,1,0,pre_monsoon,0
2105,463,3,2024-03-31,2169.33,upi,paid,5.0,1,0,pre_monsoon,0
2106,885,2,2024-04-01,11422.07,upi,paid,,1,0,pre_monsoon,0
2107,802,1,2024-04-01,3482.97,upi,paid,,1,0,pre_monsoon,0
2108,547,1,2024-04-01,8166.24,upi,paid,,1,0,pre_monsoon,0
2109,202,1,2024-04-01,20607.36,upi,paid,,1,0,pre_monsoon,0
2110,828,2,2024-04-01,13259.52,upi,paid,,1,0,pre_monsoon,0
2111,775,2,2024-04-01,2331.6,upi,paid,,1,0,pre_monsoon,0
2112,187,1,2024-04-01,44853.46,upi,paid,,1,0,pre_monsoon,0
2113,689,1,2024-04-01,447.0,cash,paid,,1,0,pre_monsoon,0
2114,12,2,2024-04-01,8254.87,upi,paid,,1,0,pre_monsoon,0
2115,274,1,2024-04-01,348.0,cash,paid,,1,0,pre_monsoon,0
2116,825,1,2024-04-01,6264.32,cash,pending,,1,0,pre_monsoon,0
2117,695,1,2024-04-02,840.0,upi,paid,,0,0,pre_monsoon,0
2118,805,2,2024-04-02,26474.97,upi,paid,,0,0,pre_monsoon,0
2119,274,1,2024-04-02,5223.72,cash,pending,,0,0,pre_monsoon,0
2120,642,2,2024-04-02,12219.1,bank_transfer,paid,,0,0,pre_monsoon,0
2121,212,3,2024-04-02,4175.8,cash,paid,,0,0,pre_monsoon,0
2122,615,1,2024-04-02,11378.95,cash,paid,,0,0,pre_monsoon,0
2123,862,1,2024-04-02,18146.85,upi,paid,,0,0,pre_monsoon,0
2124,335,1,2024-04-02,4733.7,cash,paid,,0,0,pre_monsoon,0
2125,875,2,2024-04-02,4972.45,upi,paid,,0,0,pre_monsoon,0
2126,726,2,2024-04-02,3322.88,upi,paid,,0,0,pre_monsoon,0
2127,539,3,2024-04-02,3550.14,cash,paid,,0,0,pre_monsoon,0
2128,549,1,2024-04-03,272.0,upi,paid,,0,0,pre_monsoon,0
2129,889,1,2024-04-03,22401.87,bank_transfer,paid,,0,0,pre_monsoon,0
2130,927,2,2024-04-03,8427.99,upi,paid,,0,0,pre_monsoon,0
2131,465,2,2024-04-03,1802.76,upi,paid,,0,0,pre_monsoon,0
2132,118,3,2024-04-04,9936.83,cash,paid,,0,0,pre_monsoon,0
2133,872,2,2024-04-04,5205.05,bank_transfer,paid,,0,0,pre_monsoon,0
2134,64,3,2024-04-04,9144.2,bank_transfer,paid,,0,0,pre_monsoon,0
2135,185,2,2024-04-04,2746.89,cash,paid,,0,0,pre_monsoon,0
2136,832,1,2024-04-04,6647.34,bank_transfer,paid,,0,0,pre_monsoon,0
2137,853,2,2024-04-04,32276.4,bank_transfer,paid,,0,0,pre_monsoon,0
2138,695,3,2024-04-04,15542.37,upi,paid,,0,0,pre_monsoon,0
2139,173,2,2024-04-04,8611.82,bank_transfer,paid,,0,0,pre_monsoon,0
2140,503,1,2024-04-04,4984.1,cash,paid,,0,0,pre_monsoon,0
2141,839,1,2024-04-04,647.4,cash,paid,,0,0,pre_monsoon,0
2142,345,2,2024-04-04,12591.35,bank_transfer,paid,,0,0,pre_monsoon,0
2143,425,3,2024-04-05,4441.71,cash,pending,,0,0,pre_monsoon,0
2144,31,3,2024-04-05,2476.74,upi,paid,,0,0,pre_monsoon,0
2145,785,1,2024-04-05,5125.76,cash,paid,,0,0,pre_monsoon,0
2146,798,3,2024-04-05,28062.05,upi,paid,,0,0,pre_monsoon,0
2147,91,1,2024-04-05,751.6,cash,paid,,0,0,pre_monsoon,0
2148,416,2,2024-04-05,6641.69,bank_transfer,paid,,0,0,pre_monsoon,0
2149,444,1,2024-04-05,23810.36,upi,paid,,0,0,pre_monsoon,0
2150,671,1,2024-04-05,11136.76,cash,paid,,0,0,pre_monsoon,0
2151,414,1,2024-04-06,10142.3,bank_transfer,paid,,0,0,pre_monsoon,0
2152,785,2,2024-04-06,720.36,upi,paid,,0,0,pre_monsoon,0
2153,199,3,2024-04-06,33353.3,upi,paid,,0,0,pre_monsoon,0
2154,486,2,2024-04-06,13595.93,bank_transfer,paid,,0,0,pre_monsoon,0
2155,223,3,2024-04-06,24421.12,upi,paid,,0,0,pre_monsoon,0
2156,11,1,2024-04-06,4577.33,upi,paid,,0,0,pre_monsoon,0
2157,398,2,2024-04-06,102.0,cash,paid,,0,0,pre_monsoon,0
2158,249,3,2024-04-07,5166.55,bank_transfer,paid,,0,0,pre_monsoon,0
2159,498,3,2024-04-07,4720.33,cash,paid,,0,0,pre_monsoon,0
